Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
P0 Nominal,98,P0 Nominal98,14.1,1448,420,6.58,27.8,18.7,0,52,0.064,1.8
P0 Nominal,98,P0 Nominal98,13.4,1761,386,6.58,31.7,18.7,0,48,0.064,1.5
P0 Nominal,98,P0 Nominal98,11.7,1868,303,6.59,30.8,18.8,0,25,0.031,1.5
P0 Nominal,98,P0 Nominal98,13.9,1438,269,6.59,21.1,18.3,0,24,0.031,1.7
P0 Nominal,98,P0 Nominal98,14.3,1209,251,6.59,28.3,17.7,0,21,0.034,1.9
P0 Nominal,98,P0 Nominal98,13.4,1673,279,6.59,30,17.3,0,24,0.037,2
P0 Nominal,98,P0 Nominal98,11.3,1585,303,6.59,26.2,17.7,0,24,0.043,1.4
P0 Nominal,98,P0 Nominal98,13.4,1374,355,6.59,23,18.3,0,40,0.047,1.8
P0 Nominal,98,P0 Nominal98,14,1277,389,6.59,30.5,17.6,0,40,0.051,2
P0 Nominal,98,P0 Nominal98,11.7,1361,434,6.59,30.1,18.1,0,41,0.052,1.5
P0 Nominal,98,P0 Nominal98,13.4,1870,288,6.59,26,16.4,0,32,0.054,1.7
P0 Nominal,98,P0 Nominal98,12.5,2126,304,6.59,23.9,14.5,0,24,0.054,1.4
P0 Nominal,98,P0 Nominal98,11.7,1458,495,6.59,29,18.1,0,51,0.059,1.8
P0 Nominal,98,P0 Nominal98,13.7,1286,519,6.59,27.9,18.4,1,44,0.06,2.1
P0 Nominal,98,P0 Nominal98,14,1391,530,6.59,25.8,18.5,2,58,0.067,2.1
P0 Nominal,98,P0 Nominal98,13.3,1610,311,6.60,28.4,17.9,0,22,0.028,1.8
P0 Nominal,98,P0 Nominal98,14.4,1541,251,6.60,28.3,18.1,0,24,0.031,1.5
P0 Nominal,98,P0 Nominal98,13.2,1835,295,6.60,31.5,17.4,0,23,0.033,1.4
P0 Nominal,98,P0 Nominal98,13.4,1771,284,6.60,34.1,18.2,0,26,0.034,1.5
P0 Nominal,98,P0 Nominal98,14.1,1117,274,6.60,25.7,16.5,0,24,0.039,1.5
P0 Nominal,98,P0 Nominal98,13.3,1746,271,6.60,28.8,15.1,0,21,0.039,1.4
P0 Nominal,98,P0 Nominal98,14.6,1476,279,6.60,23.5,16.8,0,24,0.04,1.6
P0 Nominal,98,P0 Nominal98,14.1,1520,261,6.60,22.1,17,1,21,0.042,1.9
P0 Nominal,98,P0 Nominal98,12,1431,451,6.60,21.6,17,0,38,0.048,1.6
P0 Nominal,98,P0 Nominal98,13.3,1556,407,6.60,25.9,18.8,0,43,0.049,2
P0 Nominal,98,P0 Nominal98,13.9,1515,436,6.60,29.6,17.1,0,42,0.049,1.5
P0 Nominal,98,P0 Nominal98,12.2,1321,456,6.60,20.7,17.9,1,42,0.053,1.9
P0 Nominal,98,P0 Nominal98,12.3,1449,455,6.60,27.3,18.3,1,44,0.056,1.6
P0 Nominal,98,P0 Nominal98,13.9,1482,441,6.60,21.5,19.7,1,48,0.056,2.2
P0 Nominal,98,P0 Nominal98,11.3,1538,465,6.60,24.8,19,0,46,0.056,1.9
P0 Nominal,98,P0 Nominal98,12.7,1310,463,6.60,28.2,18.2,0,51,0.057,1.8
P0 Nominal,98,P0 Nominal98,12.7,1411,553,6.60,25.4,18.5,1,55,0.061,2.1
P0 Nominal,98,P0 Nominal98,13.3,1323,564,6.60,29.1,19.7,0,63,0.063,1.9
P0 Nominal,98,P0 Nominal98,13.7,1059,542,6.60,29.2,19.2,1,63,0.07,2.1
P0 Nominal,98,P0 Nominal98,12.6,1573,302,6.61,22.4,17.7,0,27,0.032,1.7
P0 Nominal,98,P0 Nominal98,13.9,1754,271,6.61,23.5,16.9,0,22,0.034,1.5
P0 Nominal,98,P0 Nominal98,13.6,1463,274,6.61,33.3,16,0,21,0.036,1.9
P0 Nominal,98,P0 Nominal98,14.6,1521,266,6.61,23.3,16.9,0,23,0.037,1.4
P0 Nominal,98,P0 Nominal98,13.4,1973,305,6.61,18.8,17.4,0,27,0.038,1.5
P0 Nominal,98,P0 Nominal98,14.8,1676,273,6.61,29.8,16.4,0,26,0.039,2
P0 Nominal,98,P0 Nominal98,12.1,1820,354,6.61,20.6,19,0,37,0.041,1.9
P0 Nominal,98,P0 Nominal98,12.6,1480,421,6.61,31.6,19.3,0,37,0.042,1.9
P0 Nominal,98,P0 Nominal98,12.8,1817,291,6.61,29.1,17.4,0,27,0.042,1.7
P0 Nominal,98,P0 Nominal98,13.4,1855,310,6.61,19.8,16,0,24,0.042,1.4
P0 Nominal,98,P0 Nominal98,13.8,1791,281,6.61,30,16.8,0,28,0.042,1.5
P0 Nominal,98,P0 Nominal98,13.8,1371,278,6.61,29.4,16.7,0,25,0.043,1.6
P0 Nominal,98,P0 Nominal98,15.1,928,409,6.61,26.5,17.9,0,37,0.043,1.9
P0 Nominal,98,P0 Nominal98,14.3,1661,244,6.61,23.6,15.9,0,22,0.046,1.6
P0 Nominal,98,P0 Nominal98,15,906,431,6.61,30.4,20.1,0,44,0.046,1.7
P0 Nominal,98,P0 Nominal98,13.2,1585,306,6.61,29.2,17.2,0,29,0.046,1.7
P0 Nominal,98,P0 Nominal98,14.5,666,467,6.61,30.1,19,2,48,0.046,2.1
P0 Nominal,98,P0 Nominal98,13.5,1343,477,6.61,29,19.1,1,37,0.049,2.1
P0 Nominal,98,P0 Nominal98,15,1176,396,6.61,30.6,17.2,0,35,0.049,1.8
P0 Nominal,98,P0 Nominal98,12.3,1826,290,6.61,30.3,17.2,0,30,0.049,1.4
P0 Nominal,98,P0 Nominal98,14.6,1407,415,6.61,30.5,16.6,0,41,0.052,1.4
P0 Nominal,98,P0 Nominal98,13.6,964,500,6.61,26.8,17.8,2,48,0.053,2
P0 Nominal,98,P0 Nominal98,13.7,1433,423,6.61,26.3,18,1,42,0.055,1.9
P0 Nominal,98,P0 Nominal98,14.3,1670,430,6.61,31.9,18.9,1,47,0.056,2
P0 Nominal,98,P0 Nominal98,15,1217,458,6.61,29.8,17.4,1,44,0.056,2.1
P0 Nominal,98,P0 Nominal98,14.1,1176,471,6.61,19.5,18.1,1,47,0.056,2.1
P0 Nominal,98,P0 Nominal98,14,1223,375,6.61,22.4,18,0,45,0.057,1.8
P0 Nominal,98,P0 Nominal98,13.1,1123,530,6.61,31,19.2,1,61,0.059,2
P0 Nominal,98,P0 Nominal98,12.9,1344,547,6.61,29.2,18.4,0,52,0.062,1.8
P0 Nominal,98,P0 Nominal98,12.6,1546,467,6.61,30.4,18.2,0,52,0.063,1.7
P0 Nominal,98,P0 Nominal98,13.5,1485,507,6.61,28.6,18.4,0,59,0.067,2
P0 Nominal,98,P0 Nominal98,11.7,1334,522,6.61,27.9,18.8,1,62,0.073,1.8
P0 Nominal,98,P0 Nominal98,10.9,1868,322,6.62,30,16.5,0,19,0.034,1.4
P0 Nominal,98,P0 Nominal98,14.4,1595,297,6.62,33.5,17.1,0,21,0.034,1.7
P0 Nominal,98,P0 Nominal98,15.1,1634,251,6.62,20.8,17.2,0,25,0.035,1.6
P0 Nominal,98,P0 Nominal98,13.4,1352,280,6.62,28.7,15.6,0,17,0.037,1.6
P0 Nominal,98,P0 Nominal98,13.4,1714,281,6.62,26.9,16.2,0,27,0.038,1.8
P0 Nominal,98,P0 Nominal98,13.4,1877,307,6.62,20.5,16.4,0,24,0.043,1.9
P0 Nominal,98,P0 Nominal98,13.4,1727,297,6.62,27.1,16.6,0,28,0.043,1.5
P0 Nominal,98,P0 Nominal98,13.5,1536,405,6.62,30.8,17.1,0,33,0.044,1.7
P0 Nominal,98,P0 Nominal98,13.2,1629,277,6.62,21.9,16.4,0,28,0.044,1.5
P0 Nominal,98,P0 Nominal98,12.5,2068,300,6.62,35.1,17.1,0,23,0.045,1.4
P0 Nominal,98,P0 Nominal98,13.4,2225,271,6.62,30.1,17.2,1,28,0.046,2.4
P0 Nominal,98,P0 Nominal98,12.4,1740,308,6.62,19,15.4,0,28,0.047,1.6
P0 Nominal,98,P0 Nominal98,13.3,1260,435,6.62,31.6,19,1,41,0.048,1.9
P0 Nominal,98,P0 Nominal98,13.4,1341,388,6.62,22,17.4,0,37,0.048,1.5
P0 Nominal,98,P0 Nominal98,12.8,1103,438,6.62,27,18.7,0,45,0.049,1.9
P0 Nominal,98,P0 Nominal98,13.5,1765,287,6.62,25.9,14.2,0,25,0.05,1.3
P0 Nominal,98,P0 Nominal98,13.7,1508,271,6.62,30.2,16.4,1,30,0.051,1.8
P0 Nominal,98,P0 Nominal98,12,1794,307,6.62,29.4,15.9,1,26,0.051,2.2
P0 Nominal,98,P0 Nominal98,13.4,1265,465,6.62,25.7,18.7,1,46,0.053,1.9
P0 Nominal,98,P0 Nominal98,13.7,1604,382,6.62,27.6,17.7,0,48,0.053,1.7
P0 Nominal,98,P0 Nominal98,12.3,2024,331,6.62,31.5,14.6,0,29,0.058,1.6
P0 Nominal,98,P0 Nominal98,13.7,1156,537,6.62,29.8,18.4,0,54,0.061,1.9
P0 Nominal,98,P0 Nominal98,13.4,1162,496,6.62,32.6,17.8,0,51,0.062,1.6
P0 Nominal,98,P0 Nominal98,13.9,1090,535,6.62,27.5,19,0,69,0.066,1.9
P0 Nominal,98,P0 Nominal98,14.5,1084,504,6.62,28.2,19.3,0,63,0.069,1.8
P0 Nominal,98,P0 Nominal98,13.5,1862,321,6.63,25.4,18.5,1,28,0.038,2.1
P0 Nominal,98,P0 Nominal98,10.8,2120,343,6.63,31.8,17.8,0,29,0.045,1.7
P0 Nominal,98,P0 Nominal98,12.8,1947,307,6.63,29,14.6,0,24,0.046,1.4
P0 Nominal,98,P0 Nominal98,12.4,1993,296,6.63,26,16,0,29,0.046,1.7
P0 Nominal,98,P0 Nominal98,12.8,1437,475,6.63,29.4,18.7,0,43,0.047,1.6
P0 Nominal,98,P0 Nominal98,13.3,1830,275,6.63,31.3,15,3,21,0.05,2.4
P0 Nominal,98,P0 Nominal98,13.7,1170,484,6.63,31.6,19,1,41,0.052,2
P0 Nominal,98,P0 Nominal98,13.2,1310,478,6.63,21.1,16.7,0,43,0.053,1.5
P0 Nominal,98,P0 Nominal98,14.9,1030,471,6.63,30,17.9,1,42,0.053,1.7
P0 Nominal,98,P0 Nominal98,14.1,1308,462,6.63,27.9,18.6,0,50,0.054,1.5
P0 Nominal,98,P0 Nominal98,12.7,1172,496,6.63,30.7,18.3,1,46,0.054,2.2
P0 Nominal,98,P0 Nominal98,14.3,1767,273,6.63,30.4,17.6,0,30,0.054,1.6
P0 Nominal,98,P0 Nominal98,14.7,941,513,6.63,30.6,18.3,0,54,0.055,1.8
P0 Nominal,98,P0 Nominal98,12.3,1258,502,6.63,27.3,17.9,1,46,0.056,2
P0 Nominal,98,P0 Nominal98,14.4,1583,434,6.63,27.7,18,0,42,0.056,1.6
P0 Nominal,98,P0 Nominal98,13.5,1527,444,6.63,27.3,18.5,0,42,0.057,1.6
P0 Nominal,98,P0 Nominal98,13.5,1577,398,6.63,22.4,18.5,0,51,0.057,1.6
P0 Nominal,98,P0 Nominal98,11.8,1330,493,6.63,28.2,17.8,0,52,0.059,1.7
P0 Nominal,98,P0 Nominal98,13.9,1285,497,6.63,26.4,18.6,0,47,0.059,1.7
P0 Nominal,98,P0 Nominal98,14.9,1286,483,6.63,29,18.4,1,48,0.059,2.1
P0 Nominal,98,P0 Nominal98,11.9,1422,473,6.63,18.3,16.9,0,45,0.06,1.7
P0 Nominal,98,P0 Nominal98,13.3,1561,441,6.63,21.6,17.5,1,48,0.061,1.9
P0 Nominal,98,P0 Nominal98,12.9,1219,476,6.63,26.6,17.7,0,49,0.063,1.8
P0 Nominal,98,P0 Nominal98,13.8,1255,557,6.63,35.3,20,0,68,0.067,2.1
P0 Nominal,98,P0 Nominal98,13.2,1831,292,6.64,29,16.9,1,22,0.033,1.8
P0 Nominal,98,P0 Nominal98,13.1,1729,306,6.64,21.5,17.5,0,23,0.034,1.5
P0 Nominal,98,P0 Nominal98,13.6,1336,278,6.64,26.7,19.5,1,31,0.035,2.1
P0 Nominal,98,P0 Nominal98,13.1,1505,297,6.64,22.8,17.8,0,24,0.037,1.6
P0 Nominal,98,P0 Nominal98,13.4,1617,286,6.64,18.7,17.5,0,29,0.038,1.5
P0 Nominal,98,P0 Nominal98,13.9,1463,254,6.64,28.2,17.7,0,29,0.039,1.8
P0 Nominal,98,P0 Nominal98,13.2,1658,356,6.64,28.5,19.1,0,39,0.04,1.8
P0 Nominal,98,P0 Nominal98,13.4,1755,288,6.64,26.4,15.6,0,22,0.041,1.3
P0 Nominal,98,P0 Nominal98,11.3,1554,321,6.64,25.6,17.1,1,28,0.041,1.7
P0 Nominal,98,P0 Nominal98,12.4,1662,302,6.64,25.9,16.7,0,27,0.043,1.6
P0 Nominal,98,P0 Nominal98,14.8,1295,386,6.64,23.1,18.6,0,34,0.044,1.4
P0 Nominal,98,P0 Nominal98,13.4,1782,292,6.64,23.2,16.9,0,28,0.044,1.5
P0 Nominal,98,P0 Nominal98,13.7,1873,279,6.64,19.1,16.5,0,24,0.047,1.6
P0 Nominal,98,P0 Nominal98,15.2,1266,445,6.64,30.4,18.5,0,41,0.049,1.8
P0 Nominal,98,P0 Nominal98,12.5,1614,301,6.64,22.9,17,0,32,0.049,1.6
P0 Nominal,98,P0 Nominal98,15.1,1186,410,6.64,25.2,18.2,0,40,0.05,1.6
P0 Nominal,98,P0 Nominal98,13.9,1093,469,6.64,27.3,18.5,0,47,0.051,1.6
P0 Nominal,98,P0 Nominal98,13.5,1361,466,6.64,33.1,18.6,0,45,0.055,2
P0 Nominal,98,P0 Nominal98,14.6,1376,451,6.64,28.3,18.4,1,43,0.056,1.9
P0 Nominal,98,P0 Nominal98,12.3,998,537,6.64,33.3,18.6,0,54,0.061,1.8
P0 Nominal,98,P0 Nominal98,10.9,1595,515,6.64,24.2,18.6,0,52,0.064,1.8
P0 Nominal,98,P0 Nominal98,14.5,1514,285,6.65,22.9,16.7,0,22,0.036,1.6
P0 Nominal,98,P0 Nominal98,12.6,2176,318,6.65,25.9,17.7,0,25,0.039,1.7
P0 Nominal,98,P0 Nominal98,13,1879,293,6.65,27.1,19.3,0,25,0.04,1.6
P0 Nominal,98,P0 Nominal98,12.2,1859,339,6.65,28.4,15.8,0,26,0.043,1.7
P0 Nominal,98,P0 Nominal98,13.1,1234,424,6.65,26.2,18.4,0,38,0.043,1.7
P0 Nominal,98,P0 Nominal98,13.9,1107,425,6.65,30.2,17.8,1,40,0.046,2
P0 Nominal,98,P0 Nominal98,13.5,1326,434,6.65,31.8,18.8,0,39,0.046,1.5
P0 Nominal,98,P0 Nominal98,13.5,1334,478,6.65,23.8,18.6,2,43,0.05,2.2
P0 Nominal,98,P0 Nominal98,14.1,1226,436,6.65,29.5,19.4,0,44,0.051,1.7
P0 Nominal,98,P0 Nominal98,13.2,1320,470,6.65,28.8,18,0,46,0.052,1.6
P0 Nominal,98,P0 Nominal98,13.2,1309,452,6.65,33.5,18.3,1,42,0.056,2.1
P0 Nominal,98,P0 Nominal98,15.1,1288,446,6.65,24.6,18.5,0,47,0.058,1.6
P0 Nominal,98,P0 Nominal98,10.4,2371,370,6.65,32.6,16.5,0,29,0.061,1.4
P0 Nominal,98,P0 Nominal98,11.6,1086,535,6.65,26.5,18.8,2,51,0.061,2.3
P0 Nominal,98,P0 Nominal98,13.4,1151,515,6.65,27.5,18,0,58,0.065,1.9
P0 Nominal,98,P0 Nominal98,13.8,1203,550,6.65,26.8,18.8,3,58,0.065,2.5
P0 Nominal,98,P0 Nominal98,14.7,917,584,6.65,27.4,19.8,2,89,0.085,2.3
P0 Nominal,98,P0 Nominal98,12.3,2101,321,6.66,30.6,17.3,0,23,0.035,1.8
P0 Nominal,98,P0 Nominal98,12,1712,307,6.66,26.4,17.8,0,26,0.036,1.6
P0 Nominal,98,P0 Nominal98,14.1,1508,281,6.66,23.5,20.1,1,31,0.036,1.8
P0 Nominal,98,P0 Nominal98,10.7,1737,336,6.66,25.1,15.4,0,23,0.04,1.5
P0 Nominal,98,P0 Nominal98,13.2,1349,435,6.66,26.6,18.8,0,39,0.044,2.1
P0 Nominal,98,P0 Nominal98,12.7,1411,438,6.66,28.9,18.8,0,45,0.046,1.9
P0 Nominal,98,P0 Nominal98,12.5,2015,290,6.66,25.8,15.4,0,25,0.046,1.7
P0 Nominal,98,P0 Nominal98,13.8,1594,295,6.66,17.7,17.7,0,25,0.046,1.9
P0 Nominal,98,P0 Nominal98,12.7,1448,450,6.66,26.2,18.3,1,40,0.048,2.3
P0 Nominal,98,P0 Nominal98,14.3,898,472,6.66,25.4,18.7,1,47,0.049,2.2
P0 Nominal,98,P0 Nominal98,11.9,1267,527,6.66,30,18.5,0,48,0.052,2
P0 Nominal,98,P0 Nominal98,14.1,1301,435,6.66,31.3,18.1,1,45,0.052,2
P0 Nominal,98,P0 Nominal98,13.1,1913,273,6.66,23.5,13.6,0,20,0.052,1.6
P0 Nominal,98,P0 Nominal98,12.4,1211,481,6.66,27.1,18.9,2,51,0.056,2.4
P0 Nominal,98,P0 Nominal98,13.8,1519,459,6.66,22.8,20.5,1,49,0.059,2.3
P0 Nominal,98,P0 Nominal98,13.8,1549,512,6.66,29,18.5,0,49,0.06,1.9
P0 Nominal,98,P0 Nominal98,14.3,1170,539,6.66,27.1,18.6,2,57,0.062,2.2
P0 Nominal,98,P0 Nominal98,13.9,1234,508,6.66,29.4,18.5,0,53,0.064,1.7
P0 Nominal,98,P0 Nominal98,15.9,1228,504,6.66,19,19.3,1,60,0.065,1.9
P0 Nominal,98,P0 Nominal98,13.6,687,618,6.66,28.2,19.2,2,87,0.081,2
P0 Nominal,98,P0 Nominal98,14,1583,276,6.67,24.7,16.8,0,23,0.03,1.6
P0 Nominal,98,P0 Nominal98,12.6,1481,320,6.67,29.4,18.6,1,30,0.037,2.1
P0 Nominal,98,P0 Nominal98,14.2,1821,298,6.67,27.3,18.3,0,27,0.037,1.4
P0 Nominal,98,P0 Nominal98,13,1663,292,6.67,17.8,16.5,1,23,0.038,1.7
P0 Nominal,98,P0 Nominal98,12.9,1480,290,6.67,24.4,17.9,0,30,0.04,1.8
P0 Nominal,98,P0 Nominal98,14.2,1619,275,6.67,23.3,16.5,0,24,0.041,1.5
P0 Nominal,98,P0 Nominal98,13.5,988,424,6.67,28.8,18.5,0,43,0.046,1.8
P0 Nominal,98,P0 Nominal98,13.9,1523,310,6.67,27.8,16,0,24,0.046,1.5
P0 Nominal,98,P0 Nominal98,12.7,1948,306,6.67,22.9,17.5,1,28,0.046,2
P0 Nominal,98,P0 Nominal98,13.9,1497,280,6.67,27,17.2,0,28,0.048,1.5
P0 Nominal,98,P0 Nominal98,12.9,1509,464,6.67,28.2,19,0,41,0.048,1.7
P0 Nominal,98,P0 Nominal98,13.5,1203,470,6.67,22.5,19,0,43,0.049,1.9
P0 Nominal,98,P0 Nominal98,13.4,1200,445,6.67,18.6,18,1,44,0.052,1.8
P0 Nominal,98,P0 Nominal98,13.7,1395,434,6.67,25.1,18.6,0,39,0.052,1.7
P0 Nominal,98,P0 Nominal98,13.8,1470,423,6.67,26.5,19,0,49,0.052,1.7
P0 Nominal,98,P0 Nominal98,13.9,1785,300,6.67,30.1,16.3,0,37,0.055,1.4
P0 Nominal,98,P0 Nominal98,14.1,1449,436,6.67,29.2,17.9,0,45,0.056,1.8
P0 Nominal,98,P0 Nominal98,12.9,1620,454,6.67,25.4,17.8,0,48,0.063,1.7
P0 Nominal,98,P0 Nominal98,14.7,1284,469,6.67,21.6,18.1,1,53,0.064,2.1
P0 Nominal,98,P0 Nominal98,14.1,1451,436,6.67,30.3,19.1,1,59,0.065,1.8
P0 Nominal,98,P0 Nominal98,12.2,1651,452,6.67,27.5,17.5,0,50,0.065,1.6
P0 Nominal,98,P0 Nominal98,14.9,1372,496,6.67,28.5,18.6,0,56,0.07,1.8
P0 Nominal,98,P0 Nominal98,13.1,1495,271,6.68,28.8,17.9,0,23,0.037,1.9
P0 Nominal,98,P0 Nominal98,15,1636,271,6.68,38.4,18.4,0,28,0.039,1.5
P0 Nominal,98,P0 Nominal98,14,1605,279,6.68,28.1,17.9,0,31,0.039,1.5
P0 Nominal,98,P0 Nominal98,13.6,1575,392,6.68,32.8,18.1,1,41,0.04,1.8
P0 Nominal,98,P0 Nominal98,12.9,1659,282,6.68,31.3,17.9,0,26,0.04,1.6
P0 Nominal,98,P0 Nominal98,13.5,1404,280,6.68,29.3,16.4,0,25,0.041,1.4
P0 Nominal,98,P0 Nominal98,12.7,1804,300,6.68,30.9,17.6,0,30,0.043,1.7
P0 Nominal,98,P0 Nominal98,11.8,1599,347,6.68,22.3,17.8,0,31,0.045,1.8
P0 Nominal,98,P0 Nominal98,13,1082,422,6.68,29.5,18,1,42,0.05,1.9
P0 Nominal,98,P0 Nominal98,13.8,1374,417,6.68,19.1,18.1,0,42,0.05,1.7
P0 Nominal,98,P0 Nominal98,14.1,1970,255,6.68,27.8,17.2,0,30,0.052,1.6
P0 Nominal,98,P0 Nominal98,12.9,1317,491,6.68,30,19.6,2,51,0.054,2.1
P0 Nominal,98,P0 Nominal98,14,1424,467,6.68,26.9,18.2,0,47,0.059,1.9
P0 Nominal,98,P0 Nominal98,11.1,1741,452,6.68,20.9,17.3,0,42,0.059,1.8
P0 Nominal,98,P0 Nominal98,11.9,1721,399,6.68,19,16.5,0,39,0.06,1.5
P0 Nominal,98,P0 Nominal98,15.8,1279,499,6.68,31,16.8,0,44,0.062,1.5
P0 Nominal,98,P0 Nominal98,11.7,1494,468,6.68,26.2,18.2,2,51,0.069,2
P0 Nominal,98,P0 Nominal98,12.9,725,690,6.68,21.8,20.1,0,107,0.088,2.1
P0 Nominal,98,P0 Nominal98,13.4,1323,304,6.69,28.3,19.3,0,27,0.03,1.6
P0 Nominal,98,P0 Nominal98,14.4,1696,264,6.69,20.2,16.5,0,22,0.032,1.5
P0 Nominal,98,P0 Nominal98,13.8,1641,272,6.69,24.9,18.1,0,28,0.035,1.8
P0 Nominal,98,P0 Nominal98,13.2,1819,300,6.69,28.6,18.2,2,25,0.036,2.2
P0 Nominal,98,P0 Nominal98,12.8,1606,310,6.69,19.6,18.1,0,30,0.043,1.9
P0 Nominal,98,P0 Nominal98,13.2,2002,306,6.69,26.9,16.6,0,27,0.045,1.4
P0 Nominal,98,P0 Nominal98,13,1522,454,6.69,19.8,17.1,0,37,0.048,1.6
P0 Nominal,98,P0 Nominal98,12.9,1325,462,6.69,20,18.8,0,43,0.05,1.7
P0 Nominal,98,P0 Nominal98,13.3,1202,456,6.69,27.4,18.2,2,49,0.053,2
P0 Nominal,98,P0 Nominal98,13.3,1578,466,6.69,25.2,17.9,1,46,0.055,1.8
P0 Nominal,98,P0 Nominal98,12.8,1165,454,6.69,29.5,18.9,1,48,0.056,1.9
P0 Nominal,98,P0 Nominal98,11.9,1617,461,6.69,28.6,18.6,1,45,0.057,1.9
P0 Nominal,98,P0 Nominal98,15.1,1256,453,6.69,23.6,19.1,1,49,0.058,2.1
P0 Nominal,98,P0 Nominal98,13.3,816,536,6.69,29.2,18.2,0,52,0.062,1.9
P0 Nominal,98,P0 Nominal98,13,1483,517,6.69,21.8,18.4,0,65,0.075,1.9
P0 Nominal,98,P0 Nominal98,14.8,1217,269,6.70,28.3,17.9,0,20,0.026,1.8
P0 Nominal,98,P0 Nominal98,14.5,1550,264,6.70,31.3,16.7,0,18,0.028,1.7
P0 Nominal,98,P0 Nominal98,15.4,1667,265,6.70,27,16.7,0,24,0.035,1.9
P0 Nominal,98,P0 Nominal98,13,1656,314,6.70,28.4,18.1,0,31,0.037,1.6
P0 Nominal,98,P0 Nominal98,11.9,1186,299,6.70,34.6,16.8,0,19,0.037,1.6
P0 Nominal,98,P0 Nominal98,12.7,1657,295,6.70,32.3,17.3,0,23,0.037,1.5
P0 Nominal,98,P0 Nominal98,12.3,1783,291,6.70,23.2,17.4,0,29,0.038,1.9
P0 Nominal,98,P0 Nominal98,13.8,1739,277,6.70,24.7,17.3,0,25,0.038,1.6
P0 Nominal,98,P0 Nominal98,13,1523,296,6.70,23.5,17.3,1,23,0.038,2
P0 Nominal,98,P0 Nominal98,12.8,1850,299,6.70,28.9,17.8,0,25,0.04,2
P0 Nominal,98,P0 Nominal98,13.1,1932,278,6.70,25.4,16.5,0,25,0.041,1.6
P0 Nominal,98,P0 Nominal98,13.5,1902,291,6.70,20.8,15.9,0,23,0.042,1.8
P0 Nominal,98,P0 Nominal98,13.9,1767,294,6.70,25.4,15.9,0,23,0.043,2.1
P0 Nominal,98,P0 Nominal98,14.1,1294,443,6.70,26,18.1,0,42,0.046,1.8
P0 Nominal,98,P0 Nominal98,11.8,2077,325,6.70,23.3,17.8,0,29,0.046,1.7
P0 Nominal,98,P0 Nominal98,14.4,1105,451,6.70,28.1,18.8,2,42,0.049,2.2
P0 Nominal,98,P0 Nominal98,13,1682,306,6.70,31.1,18.1,0,30,0.049,1.6
P0 Nominal,98,P0 Nominal98,12,1477,467,6.70,26,16.6,1,41,0.049,1.6
P0 Nominal,98,P0 Nominal98,14.5,1535,304,6.70,36.8,18.8,0,36,0.051,1.6
P0 Nominal,98,P0 Nominal98,10.6,2181,340,6.70,26.2,14.1,0,22,0.051,1.6
P0 Nominal,98,P0 Nominal98,12.1,1606,458,6.70,26.1,18.9,0,44,0.054,1.6
P0 Nominal,98,P0 Nominal98,12.9,1296,489,6.70,29.9,18.3,1,51,0.055,1.9
P0 Nominal,98,P0 Nominal98,13,1256,487,6.70,28.4,17.4,0,50,0.062,1.8
P0 Nominal,98,P0 Nominal98,15.2,1460,449,6.70,30.1,19.5,1,53,0.062,2
P0 Nominal,98,P0 Nominal98,13.5,1621,474,6.70,29.8,18.2,0,48,0.064,1.7
P0 Nominal,98,P0 Nominal98,13.2,1079,576,6.70,33.4,18.5,2,69,0.072,2
P0 Nominal,98,P0 Nominal98,12.7,1600,301,6.71,26.4,16.5,0,29,0.038,1.3
P0 Nominal,98,P0 Nominal98,13.5,1408,279,6.71,20.5,18.1,0,30,0.039,1.5
P0 Nominal,98,P0 Nominal98,14.1,1548,295,6.71,17.4,18,1,27,0.039,1.9
P0 Nominal,98,P0 Nominal98,12.3,1892,290,6.71,30.3,19.5,0,26,0.04,2
P0 Nominal,98,P0 Nominal98,13.3,1788,289,6.71,27.7,15.1,0,27,0.041,1.4
P0 Nominal,98,P0 Nominal98,13.5,1688,282,6.71,17.3,17.7,0,30,0.041,1.8
P0 Nominal,98,P0 Nominal98,13.1,1715,293,6.71,34.4,16.7,0,22,0.041,1.9
P0 Nominal,98,P0 Nominal98,13.5,2071,277,6.71,27,16.1,0,24,0.043,1.7
P0 Nominal,98,P0 Nominal98,10.8,1944,354,6.71,34.3,17.9,1,30,0.047,2.1
P0 Nominal,98,P0 Nominal98,12.6,1928,288,6.71,23.4,17.6,1,28,0.048,1.8
P0 Nominal,98,P0 Nominal98,14.4,960,434,6.71,26.7,17.9,0,39,0.048,1.7
P0 Nominal,98,P0 Nominal98,13.3,1474,287,6.71,17.8,16,0,28,0.049,1.5
P0 Nominal,98,P0 Nominal98,12.3,1770,316,6.71,29.8,15.7,0,25,0.051,1.6
P0 Nominal,98,P0 Nominal98,14.4,1805,257,6.71,29.4,16.9,0,30,0.051,1.8
P0 Nominal,98,P0 Nominal98,14.3,1217,465,6.71,22.5,18.3,0,46,0.052,2
P0 Nominal,98,P0 Nominal98,13,1322,441,6.71,28,17.4,1,45,0.052,1.8
