Date,eNodeB Name,Cell FDD TDD Indication,Cell Name,LocalCell Id,eNodeB Function Name,Integrity,L.RA.TA.UE.Index0,L.RA.TA.UE.Index1,L.RA.TA.UE.Index10,L.RA.TA.UE.Index11,L.RA.TA.UE.Index2,L.RA.TA.UE.Index3,L.RA.TA.UE.Index4,L.RA.TA.UE.Index5,L.RA.TA.UE.Index6,L.RA.TA.UE.Index7,L.RA.TA.UE.Index8,L.RA.TA.UE.Index9,RACH Setup Success Rate(%)
2025-10-15,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,2235,10501,0,0,39697,26406,13613,230,5,6,0,0,0.1612
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,138,1331,0,0,1143,3392,1125,7761,225,211,0,0,0.6304
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,6,33,0,0,4141,7673,5182,357,12,6,0,0,0.8578
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,189,2315,0,0,16564,17975,2943,1480,402,403,0,0,0.7877
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,517,318,0,0,371,3221,1027,6679,270,274,0,0,0.5709
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,2,41,0,0,1264,4965,5310,110,11,16,0,0,0.7536
2025-10-15,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,69,1299,0,0,12180,15426,3077,1886,375,605,0,0,0.5684
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,100,726,0,0,3415,7957,10050,1451,1150,430,0,0,0.561
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,263,2503,0,0,7242,9015,14713,3923,1646,324,0,0,0.4278
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,82,802,0,0,7261,6390,10837,794,5,13,0,0,0.6354
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,94,1587,0,0,5578,6832,9081,1032,657,141,0,0,0.5554
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,799,1304,0,0,9217,8949,12266,4030,1793,317,0,0,0.4801
2025-10-15,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,65,1129,0,0,8158,6981,12595,392,3,0,0,0,0.671
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,130,42,0,0,726,6931,3207,828,22,19,0,0,0.5134
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,54,466,0,0,1481,16200,34207,5940,1324,345,0,0,0.5728
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,588,86,0,0,2185,2265,24100,53341,21018,6978,0,0,0.3914
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,80,13,0,0,959,6016,1107,442,1,15,0,0,0.459
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,13,24,0,0,1235,14863,29621,5179,842,307,0,0,0.2925
2025-10-16,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,593,49,0,0,664,1718,16152,35558,18125,3037,0,0,0.4074
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,270,4336,0,0,9617,14311,12389,220,165,218,0,0,0.6864
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,753,4646,0,0,8634,5102,5470,5946,475,201,0,0,0.7259
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1985,7492,0,0,25963,22664,13682,196,6,7,0,0,0.5906
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,247,4952,0,0,12440,12676,12228,199,205,148,0,0,0.1777
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,733,6302,0,0,11921,6055,5227,5310,64,100,0,0,0.7886
2025-10-16,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,2474,9900,0,0,33493,22034,13987,383,2,0,0,0,0.1368
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,45,1645,0,0,1510,2468,1345,7594,257,247,0,0,0.7408
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,6,194,0,0,1701,6358,4317,384,3,6,0,0,0.8342
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,323,1944,0,0,15269,17123,3216,2554,772,368,0,0,0.7172
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,275,284,0,0,471,4396,1364,5582,251,536,0,0,0.3911
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,5,82,0,0,1294,3965,4901,271,3,11,0,0,0.7562
2025-10-16,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,117,1254,0,0,13288,13859,3011,2131,458,506,0,0,0.5632
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,367,556,0,0,2829,6723,9612,1543,1079,180,0,0,0.5479
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,651,2100,0,0,7907,13162,17077,3305,2677,268,0,0,0.476
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,290,767,0,0,6300,7263,12699,196,2,10,0,0,0.5341
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,50,1662,0,0,6400,6475,9475,1452,609,160,0,0,0.6271
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,345,1140,0,0,8792,8427,13429,4062,2547,202,0,0,0.541
2025-10-16,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,47,1274,0,0,6179,7374,13868,339,0,3,0,0,0.6384
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,213,47,0,0,1833,8317,3832,782,23,21,0,0,0.5745
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,22,84,0,0,1818,16662,29006,8821,1633,615,0,0,0.6431
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,178,62,0,0,1649,2018,12356,35316,19208,4203,0,0,0.4485
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,57,32,0,0,854,6020,1063,423,0,21,0,0,0.5208
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,12,492,0,0,887,15245,29942,5698,1246,341,0,0,0.5639
2025-10-17,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,112,37,0,0,616,1195,14280,27052,15650,4514,0,0,0.4219
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,300,4645,0,0,8018,12170,13618,576,424,314,0,0,0.7371
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,1111,2790,0,0,9212,6893,4089,5940,300,144,0,0,0.7505
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1035,5406,0,0,20478,19422,12646,297,6,6,0,0,0.2839
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,358,5735,0,0,9041,18080,12913,238,163,174,0,0,0.7192
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,751,5630,0,0,11636,8081,3311,6767,36,90,0,0,0.8483
2025-10-17,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,2418,7878,0,0,30442,33810,11928,261,2,3,0,0,0.3681
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,115,1261,0,0,1631,2040,1379,6760,139,224,0,0,0.6844
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,13,486,0,0,3617,7305,5456,371,9,15,0,0,0.8033
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,416,2078,0,0,10393,15369,3395,1915,508,498,0,0,0.813
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,410,484,0,0,770,4291,1353,6603,491,427,0,0,0.2606
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,19,367,0,0,1821,5284,4990,214,29,13,0,0,0.5307
2025-10-17,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,256,2116,0,0,8290,15682,4081,1095,1598,747,0,0,0.6954
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,266,473,0,0,3507,6837,18593,1925,926,203,0,0,0.5985
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,265,1609,0,0,8360,10819,23417,4126,1534,324,0,0,0.5299
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,110,971,0,0,4575,4865,11487,123,1,1,0,0,0.5644
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,37,840,0,0,5217,5735,11241,1276,609,227,0,0,0.5618
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,504,949,0,0,11233,9464,11980,3092,1484,337,0,0,0.5699
2025-10-17,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,65,1115,0,0,6560,4910,10289,137,0,1,0,0,0.7282
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,58,35,0,0,662,6411,3004,671,16,38,0,0,0.5547
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,30,17,0,0,1108,13814,33951,5133,1390,315,0,0,0.521
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,735,100,0,0,1069,2929,30006,81447,24076,11001,0,0,0.3772
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,50,63,0,0,2012,4756,2003,543,2,4,0,0,0.5738
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,115,8,0,0,1236,13978,30341,7635,944,214,0,0,0.4699
2025-10-18,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,253,47,0,0,524,1639,17181,50910,22224,6126,0,0,0.3739
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,395,6589,0,0,8686,11686,11105,401,52,445,0,0,0.5052
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,844,2187,0,0,9748,6180,6583,7521,207,177,0,0,0.677
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1296,4964,0,0,17406,20514,9108,173,5,3,0,0,0.4036
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,401,8167,0,0,9566,12647,9477,413,27,284,0,0,0.6925
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,636,5982,0,0,13910,8557,7196,8165,106,114,0,0,0.7372
2025-10-18,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,2482,7763,0,0,27149,26293,11429,124,7,3,0,0,0.2574
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,87,495,0,0,1758,3512,1190,8073,568,191,0,0,0.4931
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,10,75,0,0,3350,6275,5543,76,13,3,0,0,0.8659
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,482,1918,0,0,8491,14941,2752,1314,1014,350,0,0,0.8044
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,225,379,0,0,861,6066,1317,9659,549,490,0,0,0.4729
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,11,52,0,0,2024,4609,6282,628,77,9,0,0,0.7259
2025-10-18,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,142,1680,0,0,6979,13695,2520,981,729,481,0,0,0.3161
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,27,676,0,0,2442,4313,9603,2445,595,152,0,0,0.4636
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,73,448,0,0,5450,10670,12668,2448,1761,432,0,0,0.3666
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,56,823,0,0,5583,4916,10224,136,26,14,0,0,0.5569
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,59,1680,0,0,5873,6410,9723,1211,547,179,0,0,0.5867
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,583,1199,0,0,9324,8741,12976,3169,2156,308,0,0,0.4812
2025-10-18,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,204,1074,0,0,5749,4911,11178,238,3,8,0,0,0.6819
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,36,29,0,0,1157,4632,2372,619,8,76,0,0,0.5054
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,53,22,0,0,1767,8375,21797,6178,559,336,0,0,0.3624
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,556,55,0,0,804,2088,19760,57386,26493,5973,0,0,0.381
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,14,6,0,0,2030,4427,494,362,0,11,0,0,0.5646
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,72,7,0,0,1150,8372,18833,4658,1000,217,0,0,0.0942
2025-10-19,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,376,61,0,0,1251,1331,17809,45260,27092,6390,0,0,0.4052
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,289,6362,0,0,9003,11898,10124,396,36,380,0,0,0.2697
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,666,3950,0,0,11745,7564,5644,5202,178,241,0,0,0.7201
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1132,5903,0,0,22472,20702,10194,178,5,8,0,0,0.2599
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,395,9695,0,0,11299,15649,12695,521,21,171,0,0,0.7448
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,376,8938,0,0,13336,9275,5988,6329,96,76,0,0,0.8146
2025-10-19,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,1973,7759,0,0,25539,25056,12339,131,4,8,0,0,0.2723
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,24,622,0,0,2321,3635,1925,10370,266,383,0,0,0.6959
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,11,71,0,0,3795,5753,4900,515,41,8,0,0,0.8441
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,375,2007,0,0,7512,13870,2705,1839,640,256,0,0,0.8433
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,168,178,0,0,715,3679,1722,10114,293,823,0,0,0.5056
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,1,62,0,0,1443,3437,4876,616,112,25,0,0,0.7831
2025-10-19,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,160,1227,0,0,4371,12361,2303,746,547,300,0,0,0.7553
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,204,1372,0,0,1962,3291,7999,1689,684,150,0,0,0.497
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,389,780,0,0,5007,9047,11154,3005,1858,286,0,0,0.4465
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,97,394,0,0,6158,5371,7442,288,15,1,0,0,0.6602
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,93,764,0,0,3064,4936,7140,853,430,60,0,0,0.5888
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,536,965,0,0,9960,8416,12952,2516,1445,202,0,0,0.5523
2025-10-19,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,33,576,0,0,5347,3969,6905,271,3,12,0,0,0.7187
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,149,39,0,0,494,7286,2861,1227,36,76,0,0,0.5211
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,119,23,0,0,1934,17850,30174,8267,1266,245,0,0,0.2986
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,391,57,0,0,672,2442,18316,39615,24450,4054,0,0,0.3805
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,78,24,0,0,1548,5052,814,643,16,4,0,0,0.5638
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,31,10,0,0,2335,17222,28226,7645,1265,195,0,0,0.4119
2025-10-20,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,341,32,0,0,295,1033,15741,29430,20983,4300,0,0,0.411
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,188,3044,0,0,9005,10848,11202,254,52,323,0,0,0.4568
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,519,2183,0,0,8595,4880,3872,5464,136,108,0,0,0.6733
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1227,5221,0,0,21680,18839,10724,339,7,1,0,0,0.1011
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,355,6489,0,0,9243,14120,9443,251,46,101,0,0,0.3353
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,454,4819,0,0,10858,7538,4070,5776,54,67,0,0,0.7328
2025-10-20,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,2508,8313,0,0,33150,24059,11593,319,4,0,0,0,0.2391
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,49,816,0,0,1152,6667,1254,10159,104,163,0,0,0.2957
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,35,146,0,0,2457,7238,6683,427,14,5,0,0,0.8521
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,98,1841,0,0,11190,22365,4487,2852,816,318,0,0,0.8674
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,701,436,0,0,807,4555,1264,10976,204,232,0,0,0.1655
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,21,62,0,0,1153,4013,5418,231,16,12,0,0,0.5262
2025-10-20,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,47,1573,0,0,8963,17253,3693,1822,1048,514,0,0,0.7278
