site_name,mae_ne_name,first_date,last_date,record_count,cell_count,local_cell_ids,cell_names,total_traffic_gbit,total_traffic_gb,avg_dl_prb_usage,avg_ul_prb_usage,avg_availability,avg_rrc_success,avg_erab_success,avg_call_drop,source
HRE-0197-Hatfield Widdecombe,HRE-0197-Hatfield Widdecombe,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Widdecombe_LTE_1|Widdecombe_LTE_2|Widdecombe_LTE_3|Widdecombe_LTE_4|Widdecombe_LTE_5|Widdecombe_LTE_6,19585.8068,2448.2258,24.3261,52.3737,99.9999,98.9622,99.423,0.5968,MAE raw KPI export
HRE-0198-Maruta,HRE-0198-Maruta,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Maruta_LTE_1|Maruta_LTE_2|Maruta_LTE_3|Maruta_LTE_4|Maruta_LTE_5|Maruta_LTE_6,33373.4201,4171.6775,38.651,53.5586,100.0,98.223,99.536,0.9867,MAE raw KPI export
HRE-0204-Kambuzuma 6,HRE-0204-Kambuzuma 6,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0204-Kambuzuma 6_LTE_1|HRE-0204-Kambuzuma 6_LTE_2|HRE-0204-Kambuzuma 6_LTE_3|HRE-0204-Kambuzuma 6_LTE_4|HRE-0204-Kambuzuma 6_LTE_5|HRE-0204-Kambuzuma 6_LTE_6,29547.1293,3693.3912,55.0733,54.0111,100.0,98.9025,99.5271,1.2123,MAE raw KPI export
HRE-0216-Mhishi Shops,HRE-0216-Mhishi Shops,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0216-Mhishi Shops_LTE_1|HRE-0216-Mhishi Shops_LTE_2|HRE-0216-Mhishi Shops_LTE_3|HRE-0216-Mhishi Shops_LTE_4|HRE-0216-Mhishi Shops_LTE_5|HRE-0216-Mhishi Shops_LTE_6,21341.8331,2667.7291,31.8341,47.9455,100.0,99.6784,99.7933,0.5864,MAE raw KPI export
HRE-0222-Rugare Shops,HRE-0222-Rugare Shops,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Rugare_Shops_LTE_1|Rugare_Shops_LTE_2|Rugare_Shops_LTE_3|Rugare_Shops_LTE_4|Rugare_Shops_LTE_5|Rugare_Shops_LTE_6,35093.877,4386.7346,50.6466,56.9394,100.0,98.2288,99.5867,0.9841,MAE raw KPI export
HRE-0223-Ruwa Windsor Park,HRE-0223-Ruwa Windsor Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Ruwa Windsor park_LTE_1|Ruwa Windsor park_LTE_2|Ruwa Windsor park_LTE_3|Ruwa Windsor park_LTE_4|Ruwa Windsor park_LTE_5|Ruwa Windsor park_LTE_6,34181.3473,4272.6684,46.2316,62.9027,100.0,99.4223,99.5446,1.3587,MAE raw KPI export
HRE-0226-Lord Malvern,HRE-0226-Lord Malvern,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Lord Malvern_LTE_1|Lord Malvern_LTE_2|Lord Malvern_LTE_3|Lord Malvern_LTE_4|Lord Malvern_LTE_5|Lord Malvern_LTE_6,24387.0324,3048.3791,34.8166,52.5337,100.0,93.7822,99.2758,1.0285,MAE raw KPI export
HRE-0227-Agricura,HRE-0227-Agricura,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Agricura_LTE_1|Agricura_LTE_2|Agricura_LTE_3|Agricura_LTE_4|Agricura_LTE_5|Agricura_LTE_6,14648.6205,1831.0776,18.9808,42.7204,100.0,98.4929,99.6978,0.6247,MAE raw KPI export
HRE-0240-Gwenyambira Mufakose,HRE-0240-Gwenyambira Mufakose,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0240-Gwenyambira Mufakose_LTE_1|HRE-0240-Gwenyambira Mufakose_LTE_2|HRE-0240-Gwenyambira Mufakose_LTE_3|HRE-0240-Gwenyambira Mufakose_LTE_4|HRE-0240-Gwenyambira Mufakose_LTE_5|HRE-0240-Gwenyambira Mufakose_LTE_6,0.0,0.0,0.0,0.0,99.915,0.0,0.0,0.0,MAE raw KPI export
HRE-0246-Waterfalls Midlands,HRE-0246-Waterfalls Midlands,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0246-Waterfalls Midlands_LTE_1|HRE-0246-Waterfalls Midlands_LTE_2|HRE-0246-Waterfalls Midlands_LTE_3|HRE-0246-Waterfalls Midlands_LTE_4|HRE-0246-Waterfalls Midlands_LTE_5|HRE-0246-Waterfalls Midlands_LTE_6,26025.5543,3253.1943,43.6659,50.7894,100.0,98.2901,99.7238,1.1731,MAE raw KPI export
HRE-0249-Zimre Primary,HRE-0249-Zimre Primary,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0249-Zimre Primary_LTE_1|HRE-0249-Zimre Primary_LTE_2|HRE-0249-Zimre Primary_LTE_3|HRE-0249-Zimre Primary_LTE_4|HRE-0249-Zimre Primary_LTE_5|HRE-0249-Zimre Primary_LTE_6,31544.0943,3943.0118,49.728,55.4193,100.0,99.2656,96.2856,0.8288,MAE raw KPI export
HRE-0250-Cold Comfort,HRE-0250-Cold Comfort,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0250-Cold Comfort_LTE_1|HRE-0250-Cold Comfort_LTE_2|HRE-0250-Cold Comfort_LTE_3|HRE-0250-Cold Comfort_LTE_4|HRE-0250-Cold Comfort_LTE_5|HRE-0250-Cold Comfort_LTE_6,32351.7003,4043.9625,43.7297,60.6909,100.0,98.7318,99.7358,1.252,MAE raw KPI export
HRE-0251-Hatfield Water Tanks,HRE-0251-Hatfield Water Tanks,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0251-Hatfield Water Tanks_LTE_1|HRE-0251-Hatfield Water Tanks_LTE_2|HRE-0251-Hatfield Water Tanks_LTE_3|HRE-0251-Hatfield Water Tanks_LTE_4|HRE-0251-Hatfield Water Tanks_LTE_5|HRE-0251-Hatfield Water Tanks_LTE_6,24923.0625,3115.3828,36.5084,54.9695,100.0,99.0254,99.5929,2.0894,MAE raw KPI export
HRE-0264-Houghton Park,HRE-0264-Houghton Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0264-Houghton Park_LTE_1|HRE-0264-Houghton Park_LTE_2|HRE-0264-Houghton Park_LTE_3|HRE-0264-Houghton Park_LTE_4|HRE-0264-Houghton Park_LTE_5|HRE-0264-Houghton Park_LTE_6,49583.788,6197.9735,64.907,59.9445,100.0,98.7791,99.657,0.7119,MAE raw KPI export
HRE-0266-Hatcliffe Extension,HRE-0266-Hatcliffe Extension,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0266-Hatcliffe Extension_LTE_1|HRE-0266-Hatcliffe Extension_LTE_2|HRE-0266-Hatcliffe Extension_LTE_3|HRE-0266-Hatcliffe Extension_LTE_4|HRE-0266-Hatcliffe Extension_LTE_5|HRE-0266-Hatcliffe Extension_LTE_6,25453.07,3181.6337,37.3957,50.0137,99.9858,96.1309,88.7198,2.3446,MAE raw KPI export
HRE-0269-Hogerty Hill,HRE-0269-Hogerty Hill,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0269-Hogerty Hill_LTE_1|HRE-0269-Hogerty Hill_LTE_2|HRE-0269-Hogerty Hill_LTE_3|HRE-0269-Hogerty Hill_LTE_4|HRE-0269-Hogerty Hill_LTE_5|HRE-0269-Hogerty Hill_LTE_6,23656.9031,2957.1129,30.9172,46.9532,100.0,96.9391,98.577,3.0049,MAE raw KPI export
HRE-0291-Budiriro 1,HRE-0291-Budiriro 1,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0291-Budiriro 1_LTE_1|HRE-0291-Budiriro 1_LTE_2|HRE-0291-Budiriro 1_LTE_3|HRE-0291-Budiriro 1_LTE_4|HRE-0291-Budiriro 1_LTE_5|HRE-0291-Budiriro 1_LTE_6,8590.9768,1073.8721,12.0161,31.9788,100.0,98.2404,99.3879,1.4324,MAE raw KPI export
HRE-0297-Cheviot,HRE-0297-Cheviot,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0297-Cheviot_LTE_1|HRE-0297-Cheviot_LTE_2|HRE-0297-Cheviot_LTE_3|HRE-0297-Cheviot_LTE_4|HRE-0297-Cheviot_LTE_5|HRE-0297-Cheviot_LTE_6,18487.3795,2310.9224,34.8185,49.9103,100.0,98.164,99.6773,1.3067,MAE raw KPI export
HRE-0298-Chipukutu Park,HRE-0298-Chipukutu Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0298-Chipukutu Park_LTE_1|HRE-0298-Chipukutu Park_LTE_2|HRE-0298-Chipukutu Park_LTE_3|HRE-0298-Chipukutu Park_LTE_4|HRE-0298-Chipukutu Park_LTE_5|HRE-0298-Chipukutu Park_LTE_6,36689.9182,4586.2398,47.5087,56.1891,100.0,98.4761,99.675,0.6592,MAE raw KPI export
HRE-0303-Sally Mugabe Heights,HRE-0303-Sally Mugabe Heights,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0303-Sally Mugabe Heights_LTE_1|HRE-0303-Sally Mugabe Heights_LTE_2|HRE-0303-Sally Mugabe Heights_LTE_3|HRE-0303-Sally Mugabe Heights_LTE_4|HRE-0303-Sally Mugabe Heights_LTE_5|HRE-0303-Sally Mugabe Heights_LTE_6,16784.6363,2098.0795,23.3599,49.3036,100.0,97.9009,99.2123,2.2588,MAE raw KPI export
HRE-0304-Damofalls,HRE-0304-Damofalls,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Damofalls_LTE_1|Damofalls_LTE_2|Damofalls_LTE_3|Damofalls_LTE_4|Damofalls_LTE_5|Damofalls_LTE_6,69950.5031,8743.8129,73.8306,73.8166,100.0,99.4436,99.7742,0.7884,MAE raw KPI export
HRE-0311-Glen Norah B Chembira,HRE-0311-Glen Norah B Chembira,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0311-Glen Norah B Chembira_LTE_1|HRE-0311-Glen Norah B Chembira_LTE_2|HRE-0311-Glen Norah B Chembira_LTE_3|HRE-0311-Glen Norah B Chembira_LTE_4|HRE-0311-Glen Norah B Chembira_LTE_5|HRE-0311-Glen Norah B Chembira_LTE_6,34490.5737,4311.3217,64.2611,53.8227,100.0,98.7343,99.365,1.3676,MAE raw KPI export
HRE-0316-Glenview No 6 School,HRE-0316-Glenview No 6 School,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0316-Glenview No. 6 School_LTE_1|HRE-0316-Glenview No. 6 School_LTE_2|HRE-0316-Glenview No. 6 School_LTE_3|HRE-0316-Glenview No. 6 School_LTE_4|HRE-0316-Glenview No. 6 School_LTE_5|HRE-0316-Glenview No. 6 School_LTE_6,15343.7349,1917.9669,24.5221,52.4569,100.0,99.2147,99.6894,1.4052,MAE raw KPI export
HRE-0318-Goromonzi,HRE-0318-Goromonzi,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0318-Goromonzi_LTE_1|HRE-0318-Goromonzi_LTE_2|HRE-0318-Goromonzi_LTE_3|HRE-0318-Goromonzi_LTE_4|HRE-0318-Goromonzi_LTE_5|HRE-0318-Goromonzi_LTE_6,428.1944,53.5243,1.5712,15.7163,100.0,85.6959,99.6595,3.3913,MAE raw KPI export
HRE-0320-Graniteside Kelvin South,HRE-0320-Graniteside Kelvin South,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Graniteside Kelvin South_LTE_1|Graniteside Kelvin South_LTE_2|Graniteside Kelvin South_LTE_3|Graniteside Kelvin South_LTE_4|Graniteside Kelvin South_LTE_5|Graniteside Kelvin South_LTE_6,20525.9776,2565.7472,33.4327,52.2432,100.0,99.0051,99.608,1.1285,MAE raw KPI export
HRE-0322-Grobbie Park,HRE-0322-Grobbie Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Grobbie Park_LTE_1|Grobbie Park_LTE_2|Grobbie Park_LTE_3|Grobbie Park_LTE_4|Grobbie Park_LTE_5|Grobbie Park_LTE_6,34945.7811,4368.2226,48.0728,60.2371,100.0,98.4775,99.6367,1.2716,MAE raw KPI export
HRE-0324-Hatcliffe 1 Primary School,HRE-0324-Hatcliffe 1 Primary School,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Hatcliffe_Primary_LTE_1|Hatcliffe_Primary_LTE_2|Hatcliffe_Primary_LTE_3|Hatcliffe_Primary_LTE_4|Hatcliffe_Primary_LTE_5|Hatcliffe_Primary_LTE_6,77574.1701,9696.7713,75.3873,80.7618,100.0,99.6494,99.7223,0.6714,MAE raw KPI export
HRE-0325-Hatfield 2,HRE-0325-Hatfield 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Hatfield 2_LTE_1|Hatfield 2_LTE_2|Hatfield 2_LTE_3|Hatfield 2_LTE_4|Hatfield 2_LTE_5|Hatfield 2_LTE_6,33235.1917,4154.399,43.8844,53.4542,100.0,97.7963,99.438,1.371,MAE raw KPI export
HRE-0327-Highfield Mastones,HRE-0327-Highfield Mastones,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0327-Highfield Mastones_LTE_1|HRE-0327-Highfield Mastones_LTE_2|HRE-0327-Highfield Mastones_LTE_3|HRE-0327-Highfield Mastones_LTE_4|HRE-0327-Highfield Mastones_LTE_5|HRE-0327-Highfield Mastones_LTE_6,23305.7487,2913.2186,39.6468,52.8655,99.9997,97.6101,99.4949,0.8229,MAE raw KPI export
HRE-0333-Kuwadzana 1,HRE-0333-Kuwadzana 1,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kuwadzana 1_LTE_1|Kuwadzana 1_LTE_2|Kuwadzana 1_LTE_3|Kuwadzana 1_LTE_4|Kuwadzana 1_LTE_5|Kuwadzana 1_LTE_6,29662.4944,3707.8118,51.3166,53.6865,100.0,99.5235,99.598,1.3402,MAE raw KPI export
HRE-0336-Kuwadzana Roundabout,HRE-0336-Kuwadzana Roundabout,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0336-Kuwadzana Roundabout_LTE_1|HRE-0336-Kuwadzana Roundabout_LTE_2|HRE-0336-Kuwadzana Roundabout_LTE_3|HRE-0336-Kuwadzana Roundabout_LTE_4|HRE-0336-Kuwadzana Roundabout_LTE_5|HRE-0336-Kuwadzana Roundabout_LTE_6,26902.0996,3362.7625,56.4928,53.98,100.0,98.7478,99.4641,1.7923,MAE raw KPI export
HRE-0346-Mt Pleasant Heights,HRE-0346-Mt Pleasant Heights,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mt Pleasant Heights_LTE_1|Mt Pleasant Heights_LTE_2|Mt Pleasant Heights_LTE_3|Mt Pleasant Heights_LTE_4|Mt Pleasant Heights_LTE_5|Mt Pleasant Heights_LTE_6,6328.2736,791.0342,8.2714,34.5309,99.9999,89.6622,98.0798,2.4966,MAE raw KPI export
HRE-0348-Mupedzanhamo,HRE-0348-Mupedzanhamo,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mupedzanhamo_LTE_1|Mupedzanhamo_LTE_2|Mupedzanhamo_LTE_3|Mupedzanhamo_LTE_4|Mupedzanhamo_LTE_5|Mupedzanhamo_LTE_6,13335.6215,1666.9527,21.9669,43.5091,100.0,98.1675,99.5078,1.3399,MAE raw KPI export
HRE-0351-Nkwisi Park,HRE-0351-Nkwisi Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0351-Nkwisi Park_LTE_1|HRE-0351-Nkwisi Park_LTE_2|HRE-0351-Nkwisi Park_LTE_3|HRE-0351-Nkwisi Park_LTE_4|HRE-0351-Nkwisi Park_LTE_5|HRE-0351-Nkwisi Park_LTE_6,33130.9831,4141.3729,51.1093,53.5105,100.0,97.912,99.7136,0.7129,MAE raw KPI export
HRE-0356-Sanganayi Inn,HRE-0356-Sanganayi Inn,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Sanganayi Inn_LTE_1|Sanganayi Inn_LTE_2|Sanganayi Inn_LTE_3|Sanganayi Inn_LTE_4|Sanganayi Inn_LTE_5|Sanganayi Inn_LTE_6,37372.827,4671.6034,39.1832,52.9464,100.0,96.6914,99.7231,1.1525,MAE raw KPI export
HRE-0368-Mufakose Tendai School,HRE-0368-Mufakose Tendai School,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mufakose Tendai School_LTE_1|Mufakose Tendai School_LTE_2|Mufakose Tendai School_LTE_3|Mufakose Tendai School_LTE_4|Mufakose Tendai School_LTE_5|Mufakose Tendai School_LTE_6,28469.6191,3558.7024,49.1284,54.4593,100.0,99.0042,99.6487,1.0723,MAE raw KPI export
HRE-0372-Warren Park 1B,HRE-0372-Warren Park 1B,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0372-Warren Park 1B_LTE_1|HRE-0372-Warren Park 1B_LTE_2|HRE-0372-Warren Park 1B_LTE_3|HRE-0372-Warren Park 1B_LTE_4|HRE-0372-Warren Park 1B_LTE_5|HRE-0372-Warren Park 1B_LTE_6,28282.9789,3535.3724,30.0693,42.574,100.0,99.61,99.899,0.6665,MAE raw KPI export
HRE-0373-Warren Park D,HRE-0373-Warren Park D,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0373-Warren Park D_LTE_1|HRE-0373-Warren Park D_LTE_2|HRE-0373-Warren Park D_LTE_3|HRE-0373-Warren Park D_LTE_4|HRE-0373-Warren Park D_LTE_5|HRE-0373-Warren Park D_LTE_6,28937.732,3617.2165,51.3891,48.5349,99.9992,99.2336,99.6298,0.8157,MAE raw KPI export
HRE-0382-Zesa Metering Centre,HRE-0382-Zesa Metering Centre,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,ZESA Metering_LTE_1|ZESA Metering_LTE_2|ZESA Metering_LTE_3|ZESA Metering_LTE_4|ZESA Metering_LTE_5|ZESA Metering_LTE_6,8377.0241,1047.128,13.3474,36.0989,100.0,96.9383,99.4766,2.0866,MAE raw KPI export
HRE-0388-Mbare Musika 2,HRE-0388-Mbare Musika 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mbare Musika 2_LTE_1|Mbare Musika 2_LTE_2|Mbare Musika 2_LTE_3|Mbare Musika 2_LTE_4|Mbare Musika 2_LTE_5|Mbare Musika 2_LTE_6,28597.8552,3574.7319,39.8161,51.6471,100.0,98.9768,99.5248,1.1443,MAE raw KPI export
HRE-0490-Parktown Parkway Rd,HRE-0490-Parktown Parkway Rd,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0490-Parktown Parkway Road_LTE_1|HRE-0490-Parktown Parkway Road_LTE_2|HRE-0490-Parktown Parkway Road_LTE_3|HRE-0490-Parktown Parkway Road_LTE_4|HRE-0490-Parktown Parkway Road_LTE_5|HRE-0490-Parktown Parkway Road_LTE_6,19816.4358,2477.0545,35.7377,46.1018,100.0,98.733,99.3525,1.0047,MAE raw KPI export
HRE-0491-Granary,HRE-0491-Granary,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0491-Granary_LTE_1|HRE-0491-Granary_LTE_2|HRE-0491-Granary_LTE_3|HRE-0491-Granary_LTE_4|HRE-0491-Granary_LTE_5|HRE-0491-Granary_LTE_6,813.4809,101.6851,5.4692,8.0894,99.9168,13.8974,14.226,0.1255,MAE raw KPI export
HRE-0492-Whitecliff,HRE-0492-Whitecliff,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0492-Whitecliff_LTE_1|HRE-0492-Whitecliff_LTE_2|HRE-0492-Whitecliff_LTE_3|HRE-0492-Whitecliff_LTE_4|HRE-0492-Whitecliff_LTE_5|HRE-0492-Whitecliff_LTE_6,17958.8278,2244.8535,30.4795,46.3554,100.0,99.2371,99.6167,0.8308,MAE raw KPI export
HRE-0546-Adelaide Park (Rockview),HRE-0546-Adelaide Park (Rockview),2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0546-Adelaide Park_LTE_1|HRE-0546-Adelaide Park_LTE_2|HRE-0546-Adelaide Park_LTE_3|HRE-0546-Adelaide Park_LTE_4|HRE-0546-Adelaide Park_LTE_5|HRE-0546-Adelaide Park_LTE_6,36543.2277,4567.9035,48.2543,63.8202,100.0,97.7633,99.6267,1.273,MAE raw KPI export
HRE-0559-Epworth Domboramwari,HRE-0559-Epworth Domboramwari,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0559-Epworth Domboramwari_LTE_1|HRE-0559-Epworth Domboramwari_LTE_2|HRE-0559-Epworth Domboramwari_LTE_3|HRE-0559-Epworth Domboramwari_LTE_4|HRE-0559-Epworth Domboramwari_LTE_5|HRE-0559-Epworth Domboramwari_LTE_6,15908.7807,1988.5976,25.6464,45.6309,100.0,97.7311,99.1746,1.652,MAE raw KPI export
HRE-0595-Rydale Ridge,HRE-0595-Rydale Ridge,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Rydale Ridge_LTE_1|Rydale Ridge_LTE_2|Rydale Ridge_LTE_3|Rydale Ridge_LTE_4|Rydale Ridge_LTE_5|Rydale Ridge_LTE_6,71481.7894,8935.2237,72.501,68.4639,100.0,98.1818,99.62,1.0874,MAE raw KPI export
HRE-0596-Marimba 2,HRE-0596-Marimba 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0596-Marimba 2_LTE_1|HRE-0596-Marimba 2_LTE_2|HRE-0596-Marimba 2_LTE_3|HRE-0596-Marimba 2_LTE_4|HRE-0596-Marimba 2_LTE_5|HRE-0596-Marimba 2_LTE_6,10199.471,1274.9339,18.3017,35.9426,100.0,99.526,99.7962,0.7532,MAE raw KPI export
HRE-0606-Ruwa Runyararo Primary,HRE-0606-Ruwa Runyararo Primary,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0606-Ruwa Runyararo Primary_LTE_1|HRE-0606-Ruwa Runyararo Primary_LTE_2|HRE-0606-Ruwa Runyararo Primary_LTE_3|HRE-0606-Ruwa Runyararo Primary_LTE_4|HRE-0606-Ruwa Runyararo Primary_LTE_5|HRE-0606-Ruwa Runyararo Primary_LTE_6,22031.8893,2753.9862,31.7511,48.273,99.9999,99.8047,99.6106,0.4618,MAE raw KPI export
HRE-0630-Budiriro 5 Shops,HRE-0630-Budiriro 5 Shops,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0630-Budiriro 5 Shops_LTE_1|HRE-0630-Budiriro 5 Shops_LTE_2|HRE-0630-Budiriro 5 Shops_LTE_3|HRE-0630-Budiriro 5 Shops_LTE_4|HRE-0630-Budiriro 5 Shops_LTE_5|HRE-0630-Budiriro 5 Shops_LTE_6,43165.8029,5395.7254,65.6642,60.5657,100.0,98.948,99.4781,1.2976,MAE raw KPI export
HRE-0765-Womens University,HRE-0765-Womens University,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0765-Womens University_LTE_1|HRE-0765-Womens University_LTE_2|HRE-0765-Womens University_LTE_3|HRE-0765-Womens University_LTE_4|HRE-0765-Womens University_LTE_5|HRE-0765-Womens University_LTE_6,9404.6463,1175.5808,9.7922,31.4836,100.0,98.375,99.8123,0.7444,MAE raw KPI export
HRE-0877-Ruwa Country Club,HRE-0877-Ruwa Country Club,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0877-Ruwa Country Club_LTE_1|HRE-0877-Ruwa Country Club_LTE_2|HRE-0877-Ruwa Country Club_LTE_3|HRE-0877-Ruwa Country Club_LTE_4|HRE-0877-Ruwa Country Club_LTE_5|HRE-0877-Ruwa Country Club_LTE_6,10127.8631,1265.9829,20.8943,33.6286,100.0,94.8749,97.6097,4.8478,MAE raw KPI export
HRE-0973-Southlea 2,HRE-0973-Southlea 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0973-Southlea 2_LTE_1|HRE-0973-Southlea 2_LTE_2|HRE-0973-Southlea 2_LTE_3|HRE-0973-Southlea 2_LTE_4|HRE-0973-Southlea 2_LTE_5|HRE-0973-Southlea 2_LTE_6,39046.1688,4880.7711,56.5873,61.2724,100.0,97.5833,99.4194,1.022,MAE raw KPI export
HRE-5063-Sam Levys ex-Borrowdale,HRE-5063-Sam Levys ex-Borrowdale,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Borrowdale_LTE_1|Borrowdale_LTE_2|Borrowdale_LTE_3|Borrowdale_LTE_4|Borrowdale_LTE_5|Borrowdale_LTE_6,4901.6367,612.7046,9.7773,35.8891,100.0,97.93,97.8931,4.9787,MAE raw KPI export
HRE1043-CABS Budiriro,HRE1043-CABS Budiriro,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE1043-CABS Budiriro_LTE_1|HRE1043-CABS Budiriro_LTE_2|HRE1043-CABS Budiriro_LTE_3|HRE1043-CABS Budiriro_LTE_4|HRE1043-CABS Budiriro_LTE_5|HRE1043-CABS Budiriro_LTE_6,48870.0132,6108.7517,65.6282,59.0395,99.9997,97.8376,99.6967,0.6427,MAE raw KPI export
MAN-0006-Chipinge,MAN-0006-Chipinge,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,MAN-0006-Chipinge_LTE_1|MAN-0006-Chipinge_LTE_2|MAN-0006-Chipinge_LTE_3|MAN-0006-Chipinge_LTE_4|MAN-0006-Chipinge_LTE_5|MAN-0006-Chipinge_LTE_6,19947.9136,2493.4892,39.2167,51.1869,100.0,98.889,98.3457,1.9671,MAE raw KPI export
MAN-0015-Cecil Kopje,MAN-0015-Cecil Kopje,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Cecil Kopje_LTE_1|Cecil Kopje_LTE_2|Cecil Kopje_LTE_3|Cecil Kopje_LTE_4|Cecil Kopje_LTE_5|Cecil Kopje_LTE_6,7987.2642,998.408,16.2945,41.8445,100.0,91.4113,99.0707,3.2738,MAE raw KPI export
MAN-0016-Chikanga,MAN-0016-Chikanga,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Chikanga_LTE_1|Chikanga_LTE_2|Chikanga_LTE_3|Chikanga_LTE_4|Chikanga_LTE_5|Chikanga_LTE_6,27756.6989,3469.5874,38.0066,53.5388,100.0,99.689,99.5179,1.0181,MAE raw KPI export
MAN-0017-Chikanga 2,MAN-0017-Chikanga 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Chikanga 2_LTE_1|Chikanga 2_LTE_2|Chikanga 2_LTE_3|Chikanga 2_LTE_4|Chikanga 2_LTE_5|Chikanga 2_LTE_6,9975.8729,1246.9841,17.9415,40.4829,100.0,99.2109,99.5561,1.2953,MAE raw KPI export
MAN-0018-Dangamvura 2,MAN-0018-Dangamvura 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Dangamvura_2_LTE_1|Dangamvura_2_LTE_2|Dangamvura_2_LTE_3|Dangamvura_2_LTE_4|Dangamvura_2_LTE_5|Dangamvura_2_LTE_6,38143.331,4767.9164,53.2775,57.2588,100.0,99.6467,99.1941,1.0485,MAE raw KPI export
MAN-0019-Dangamvura St Paul Catholic,MAN-0019-Dangamvura St Paul Catholic,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Dangamvura St Pauls_LTE_1|Dangamvura St Pauls_LTE_2|Dangamvura St Pauls_LTE_3|Dangamvura St Pauls_LTE_4|Dangamvura St Pauls_LTE_5|Dangamvura St Pauls_LTE_6,18911.3666,2363.9208,34.1637,49.1583,100.0,99.442,99.2168,1.2267,MAE raw KPI export
MAN-0024-Hobhouse,MAN-0024-Hobhouse,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Hobhouse_LTE_1|Hobhouse_LTE_2|Hobhouse_LTE_3|Hobhouse_LTE_4|Hobhouse_LTE_5|Hobhouse_LTE_6,25084.7904,3135.5988,36.7273,53.8309,100.0,99.0269,99.3795,1.2999,MAE raw KPI export
